"age","sex","category","population"
32,"Naiset","v2024",6
33,"Naiset","v1990",19
33,"Naiset","v2010",11
33,"Naiset","v2024",8
34,"Naiset","v1990",19
34,"Naiset","v2010",10
34,"Naiset","v2024",6
35,"Naiset","v1990",18
35,"Naiset","v2010",13
35,"Naiset","v2024",7
36,"Naiset","v1990",21
36,"Naiset","v2010",8
36,"Naiset","v2024",13
37,"Naiset","v1990",26
37,"Naiset","v2010",7
37,"Naiset","v2024",5
38,"Naiset","v1990",18
38,"Naiset","v2010",5
38,"Naiset","v2024",12
39,"Naiset","v1990",21
39,"Naiset","v2010",13
39,"Naiset","v2024",11
40,"Naiset","v1990",22
40,"Naiset","v2010",6
40,"Naiset","v2024",9
41,"Naiset","v1990",19
41,"Naiset","v2010",7
41,"Naiset","v2024",7
42,"Naiset","v1990",26
42,"Naiset","v2010",9
42,"Naiset","v2024",6
43,"Naiset","v1990",21
43,"Naiset","v2010",10
43,"Naiset","v2024",5
44,"Naiset","v1990",27
44,"Naiset","v2010",17
44,"Naiset","v2024",4
45,"Naiset","v1990",27
45,"Naiset","v2010",13
45,"Naiset","v2024",7
46,"Naiset","v1990",17
46,"Naiset","v2010",16
46,"Naiset","v2024",12
47,"Naiset","v1990",13
47,"Naiset","v2010",17
47,"Naiset","v2024",12
48,"Naiset","v1990",14
48,"Naiset","v2010",12
48,"Naiset","v2024",10
49,"Naiset","v1990",28
49,"Naiset","v2010",18
49,"Naiset","v2024",14
50,"Naiset","v1990",16
50,"Naiset","v2010",13
50,"Naiset","v2024",6
51,"Naiset","v1990",21
51,"Naiset","v2010",18
51,"Naiset","v2024",8
52,"Naiset","v1990",17
52,"Naiset","v2010",22
52,"Naiset","v2024",12
53,"Naiset","v1990",22
53,"Naiset","v2010",14
53,"Naiset","v2024",12
54,"Naiset","v1990",23
54,"Naiset","v2010",22
54,"Naiset","v2024",8
55,"Naiset","v1990",14
55,"Naiset","v2010",17
55,"Naiset","v2024",13
56,"Naiset","v1990",20
56,"Naiset","v2010",22
56,"Naiset","v2024",9
